kgalarpe,2017-06-13 07:59,0,0,"IN PHOTOS: Army releases list of military, police officers killed in Marawi http://www.gmanetwork.com/news/news/nation/614073/army-releases-list-of-military-police-officers-killed-in-marawi/story#sthash.JabVafRg.uxfs … via @ gmanews","(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",@,#sthash,874415805361930240,https://twitter.com/kgalarpe/status/874415805361930240
gmanewsonline,2017-06-13 07:58,1,0,Remains of 5 Marines killed in Marawi brought to home provinces http://dlvr.it/PLqGrD pic.twitter.com/1cy32jI6N8,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",,,874415534648971264,https://twitter.com/gmanewsonline/status/874415534648971264
nong2nong,2017-06-13 07:57,0,0,Not only in Marawi. We all have to grieve the mess our country will be in years from now. More unnecessary deaths awaiting. https://twitter.com/mariaressa/status/874268783203856384 …,"(['Manila'], Location((14.5906216, 120.9799696, 0.0)))",,,874415510527426560,https://twitter.com/nong2nong/status/874415510527426560
mjsytanco,2017-06-13 07:57,0,5,And for now that BIGGER RESPONSIBILITY is the embattled flag draping our fallen soldiers who fought for independence of Marawi.,,,,874415499118911489,https://twitter.com/mjsytanco/status/874415499118911489
EmeraldJackie,2017-06-13 07:57,1,3,"Mas makatotohanan ang mga Independence Day sa Marawi, at ibang sulok ng Pilipinas may puso ramdam mo. Yung sa Luneta full of hypocrisy","(['Manila Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,,874415373646417920,https://twitter.com/EmeraldJackie/status/874415373646417920
leomiladriano,2017-06-13 07:57,0,0,May giyera sa Marawi. Mahal ang tuition fee. And hirap ng buhay. Atbpa. Solusyon?? Palitan ang pangalan ng... http://fb.me/5oNTCG908,,,,874415311814045697,https://twitter.com/leomiladriano/status/874415311814045697
AFPManila,2017-06-13 07:56,3,1,VIDEO: Heavy fighting in southern Philippine city of Marawi on the nation's Independence Day @ ferdinandhcabrehttps://www.youtube.com/watch?v=w7siabcpbH0 …,"(['Manila'], Location((14.5906216, 120.9799696, 0.0)))",@,,874415257711726593,https://twitter.com/AFPManila/status/874415257711726593
maxangelo987,2017-06-13 07:55,0,0,LOOK: Fighting for flag and liberation of Marawi. | via jun_veneracion (Photo taken by troops on the front line) #http://PrayForMarawipic.t…,,,#http,874414922402332674,https://twitter.com/maxangelo987/status/874414922402332674
gmanews,2017-06-13 07:55,47,167,LOOK: Fighting for flag and liberation of Marawi. | via @ jun_veneracion (Photo taken by troops on the front line) # PrayForMarawi pic.twitter.com/HST8ieMTJl,"(['Philippines'], Location((12.7503486, 122.7312101, 0.0)))",@,#,874414866286526464,https://twitter.com/gmanews/status/874414866286526464
lip6global,2017-06-13 07:55,0,0,Pemuka Gereja Katolik Marawi Masih Disandera Ekstremis Maute http://dlvr.it/PLqFs5 pic.twitter.com/w9U66BFAc3,"(['Jakarta Capital Region'], Location((-6.1753942, 106.827183, 0.0)))",,,874414801392345088,https://twitter.com/lip6global/status/874414801392345088
elvinuy,2017-06-13 07:54,2,4,High noon salute to Marawi heroes http://newsinfo.inquirer.net/904568/high-noon-salute-to-marawi-heroes … | Maraming salamat sa inyong katapangan at kabayanihan para sa ating kalayaan.,"(['Manila', ' Philippines'], Location((14.5906216, 120.9799696, 0.0)))",,,874414600246108160,https://twitter.com/elvinuy/status/874414600246108160
